"","response","workerID","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"1",0.24,1,"TV","furniture","predicate1","smooth",0.24,"texture"
"2",0.67,1,"cheese","food","predicate1","metal",0.67,"material"
"3",0.31,1,"TV","furniture","predicate1","metal",0.31,"material"
"4",0.09,1,"chair","furniture","predicate1","short",0.09,"size"
"5",0.26,1,"apple","food","predicate1","small",0.26,"size"
"6",0.81,1,"cheese","food","predicate1","plastic",0.81,"material"
"7",0.23,1,"apple","food","predicate1","huge",0.23,"size"
"8",0.83,1,"TV","furniture","predicate1","round",0.83,"shape"
"9",0.11,1,"carrot","food","predicate1","metal",0.11,"material"
"10",0.09,1,"chair","furniture","predicate1","new",0.09,"age"
"11",0.88,1,"TV","furniture","predicate1","small",0.88,"size"
"12",0.05,1,"apple","food","predicate1","fresh",0.05,"age"
"13",0.06,1,"apple","food","predicate1","short",0.06,"size"
"14",0.94,1,"couch","furniture","predicate1","wooden",0.94,"material"
"15",0.75,1,"couch","furniture","predicate1","brown",0.75,"color"
"16",0.9,1,"cheese","food","predicate1","brown",0.9,"color"
"17",0.08,1,"fan","furniture","predicate1","smooth",0.08,"texture"
"18",0.52,1,"apple","food","predicate1","new",0.52,"age"
"19",0.83,1,"desk","furniture","predicate1","metal",0.83,"material"
"20",0.92,1,"chair","furniture","predicate1","hard",0.92,"texture"
"21",0.05,1,"fan","furniture","predicate1","good",0.05,"quality"
"22",0.91,1,"banana","food","predicate1","hard",0.91,"texture"
"23",0.06,1,"couch","furniture","predicate1","soft",0.06,"texture"
"24",0.08,1,"carrot","food","predicate1","smooth",0.08,"texture"
"25",0.09,1,"chair","furniture","predicate1","round",0.09,"shape"
"26",0.07,1,"banana","food","predicate1","short",0.07,"size"
"27",0.78,4,"carrot","food","predicate1","red",0.78,"color"
"28",0.9,4,"carrot","food","predicate1","huge",0.9,"size"
"29",0.94,4,"banana","food","predicate1","round",0.94,"shape"
"30",0.94,4,"TV","furniture","predicate1","soft",0.94,"texture"
"31",0.25,4,"chair","furniture","predicate1","square",0.25,"shape"
"32",0.86,4,"tomato","food","predicate1","long",0.86,"size"
"33",0.91,4,"cheese","food","predicate1","metal",0.91,"material"
"34",0.93,4,"tomato","food","predicate1","new",0.93,"age"
"35",0.07,4,"carrot","food","predicate1","plastic",0.07,"material"
"36",0.95,4,"tomato","food","predicate1","soft",0.95,"texture"
"37",0.08,4,"carrot","food","predicate1","new",0.08,"age"
"38",0.96,4,"desk","furniture","predicate1","square",0.96,"shape"
"39",0.89,4,"tomato","food","predicate1","bad",0.89,"quality"
"40",0.88,4,"desk","furniture","predicate1","rotten",0.88,"age"
"41",0.04,4,"apple","food","predicate1","round",0.04,"shape"
"42",0.95,4,"fan","furniture","predicate1","small",0.95,"size"
"43",0.92,4,"chair","furniture","predicate1","old",0.92,"age"
"44",0.04,4,"apple","food","predicate1","new",0.04,"age"
"45",0.01,4,"banana","food","predicate1","short",0.01,"size"
"46",0.03,4,"tomato","food","predicate1","new",0.03,"age"
"47",0.89,4,"cheese","food","predicate1","soft",0.89,"texture"
"48",0.06,4,"chair","furniture","predicate1","plastic",0.06,"material"
"49",0.95,4,"TV","furniture","predicate1","small",0.95,"size"
"50",0.53,4,"TV","furniture","predicate1","smooth",0.53,"texture"
"51",0.87,4,"tomato","food","predicate1","round",0.87,"shape"
"52",0.79,4,"tomato","food","predicate1","smooth",0.79,"texture"
"53",0.94,6,"apple","food","predicate1","yellow",0.94,"color"
"54",0.99,6,"cheese","food","predicate1","wooden",0.99,"material"
"55",0.91,6,"tomato","food","predicate1","smooth",0.91,"texture"
"56",0.01,6,"chair","furniture","predicate1","old",0.01,"age"
"57",0.03,6,"carrot","food","predicate1","good",0.03,"quality"
"58",0.88,6,"banana","food","predicate1","small",0.88,"size"
"59",0.07,6,"cheese","food","predicate1","huge",0.07,"size"
"60",0.98,6,"fan","furniture","predicate1","purple",0.98,"color"
"61",0.87,6,"carrot","food","predicate1","round",0.87,"shape"
"62",0.01,6,"banana","food","predicate1","soft",0.01,"texture"
"63",0.02,6,"apple","food","predicate1","smooth",0.02,"texture"
"64",0.89,6,"tomato","food","predicate1","green",0.89,"color"
"65",0.99,6,"carrot","food","predicate1","round",0.99,"shape"
"66",0.95,6,"apple","food","predicate1","small",0.95,"size"
"67",0.08,6,"desk","furniture","predicate1","big",0.08,"size"
"68",0.01,6,"apple","food","predicate1","fresh",0.01,"age"
"69",0.08,6,"banana","food","predicate1","fresh",0.08,"age"
"70",0.01,6,"cheese","food","predicate1","plastic",0.01,"material"
"71",0.93,6,"fan","furniture","predicate1","long",0.93,"size"
"72",0.97,6,"TV","furniture","predicate1","short",0.97,"size"
"73",0.99,6,"chair","furniture","predicate1","hard",0.99,"texture"
"74",0.87,6,"apple","food","predicate1","long",0.87,"size"
"75",0.91,6,"carrot","food","predicate1","blue",0.91,"color"
"76",0.89,6,"carrot","food","predicate1","red",0.89,"color"
"77",0.15,6,"carrot","food","predicate1","plastic",0.15,"material"
"78",0.94,6,"desk","furniture","predicate1","yellow",0.94,"color"
"79",0.08,7,"TV","furniture","predicate1","metal",0.08,"material"
"80",0.09,7,"chair","furniture","predicate1","huge",0.09,"size"
"81",0.88,7,"desk","furniture","predicate1","red",0.88,"color"
"82",0.99,7,"carrot","food","predicate1","wooden",0.99,"material"
"83",0.02,7,"tomato","food","predicate1","soft",0.02,"texture"
"84",0.96,7,"tomato","food","predicate1","bad",0.96,"quality"
"85",1,7,"chair","furniture","predicate1","brown",1,"color"
"86",0.96,7,"tomato","food","predicate1","old",0.96,"age"
"87",0.05,7,"carrot","food","predicate1","round",0.05,"shape"
"88",0.04,7,"couch","furniture","predicate1","square",0.04,"shape"
"89",0.95,7,"desk","furniture","predicate1","long",0.95,"size"
"90",0.93,7,"couch","furniture","predicate1","small",0.93,"size"
"91",0.97,7,"couch","furniture","predicate1","bad",0.97,"quality"
"92",0.98,7,"fan","furniture","predicate1","small",0.98,"size"
"93",0.01,7,"tomato","food","predicate1","long",0.01,"size"
"94",0.98,7,"fan","furniture","predicate1","hard",0.98,"texture"
"95",0.99,7,"TV","furniture","predicate1","purple",0.99,"color"
"96",0.96,7,"cheese","food","predicate1","round",0.96,"shape"
"97",0.98,7,"TV","furniture","predicate1","fresh",0.98,"age"
"98",0.93,7,"TV","furniture","predicate1","brown",0.93,"color"
"99",0.93,7,"banana","food","predicate1","new",0.93,"age"
"100",0.98,7,"apple","food","predicate1","long",0.98,"size"
"101",0.04,7,"tomato","food","predicate1","new",0.04,"age"
"102",0.09,7,"cheese","food","predicate1","soft",0.09,"texture"
"103",0.92,7,"carrot","food","predicate1","blue",0.92,"color"
"104",0.95,7,"desk","furniture","predicate1","bad",0.95,"quality"
"105",1,8,"banana","food","predicate1","hard",1,"texture"
"106",0,8,"TV","furniture","predicate1","fresh",0,"age"
"107",0,8,"carrot","food","predicate1","fresh",0,"age"
"108",1,8,"carrot","food","predicate1","metal",1,"material"
"109",0,8,"TV","furniture","predicate1","bad",0,"quality"
"110",0,8,"fan","furniture","predicate1","fresh",0,"age"
"111",1,8,"fan","furniture","predicate1","blue",1,"color"
"112",1,8,"carrot","food","predicate1","hard",1,"texture"
"113",1,8,"tomato","food","predicate1","soft",1,"texture"
"114",1,8,"fan","furniture","predicate1","smooth",1,"texture"
"115",1,8,"couch","furniture","predicate1","green",1,"color"
"116",0,8,"desk","furniture","predicate1","short",0,"size"
"117",0,8,"apple","food","predicate1","new",0,"age"
"118",1,8,"couch","furniture","predicate1","brown",1,"color"
"119",1,8,"chair","furniture","predicate1","hard",1,"texture"
"120",1,8,"chair","furniture","predicate1","good",1,"quality"
"121",0,8,"chair","furniture","predicate1","soft",0,"texture"
"122",0,8,"carrot","food","predicate1","big",0,"size"
"123",1,8,"TV","furniture","predicate1","rotten",1,"age"
"124",0,8,"tomato","food","predicate1","short",0,"size"
"125",1,8,"desk","furniture","predicate1","hard",1,"texture"
"126",1,8,"couch","furniture","predicate1","huge",1,"size"
"127",1,8,"couch","furniture","predicate1","hard",1,"texture"
"128",0.99,8,"TV","furniture","predicate1","round",0.99,"shape"
"129",0,8,"apple","food","predicate1","plastic",0,"material"
"130",1,8,"apple","food","predicate1","smooth",1,"texture"
"131",0.92,9,"desk","furniture","predicate1","yellow",0.92,"color"
"132",0.23,9,"cheese","food","predicate1","fresh",0.23,"age"
"133",0.12,9,"banana","food","predicate1","good",0.12,"quality"
"134",0.03,9,"fan","furniture","predicate1","soft",0.03,"texture"
"135",0.97,9,"banana","food","predicate1","huge",0.97,"size"
"136",0.09,9,"carrot","food","predicate1","good",0.09,"quality"
"137",0.11,9,"couch","furniture","predicate1","square",0.11,"shape"
"138",0.03,9,"desk","furniture","predicate1","blue",0.03,"color"
"139",0.22,9,"carrot","food","predicate1","short",0.22,"size"
"140",0.1,9,"TV","furniture","predicate1","smooth",0.1,"texture"
"141",0.11,9,"banana","food","predicate1","plastic",0.11,"material"
"142",0.47,9,"TV","furniture","predicate1","smooth",0.47,"texture"
"143",0.36,9,"fan","furniture","predicate1","soft",0.36,"texture"
"144",0.2,9,"banana","food","predicate1","rotten",0.2,"age"
"145",0.48,9,"apple","food","predicate1","soft",0.48,"texture"
"146",0.08,9,"cheese","food","predicate1","bad",0.08,"quality"
"147",0.53,9,"fan","furniture","predicate1","huge",0.53,"size"
"148",0.09,9,"tomato","food","predicate1","old",0.09,"age"
"149",0.26,9,"banana","food","predicate1","soft",0.26,"texture"
"150",0.52,9,"banana","food","predicate1","brown",0.52,"color"
"151",0.38,9,"fan","furniture","predicate1","huge",0.38,"size"
"152",0.03,9,"cheese","food","predicate1","smooth",0.03,"texture"
"153",0.12,9,"tomato","food","predicate1","smooth",0.12,"texture"
"154",0.94,9,"couch","furniture","predicate1","new",0.94,"age"
"155",0.08,9,"banana","food","predicate1","good",0.08,"quality"
"156",0.85,9,"apple","food","predicate1","square",0.85,"shape"
"157",0.72,11,"couch","furniture","predicate1","plastic",0.72,"material"
"158",0.9,11,"tomato","food","predicate1","square",0.9,"shape"
"159",0.9,11,"apple","food","predicate1","bad",0.9,"quality"
"160",0.17,11,"tomato","food","predicate1","short",0.17,"size"
"161",0.98,11,"desk","furniture","predicate1","old",0.98,"age"
"162",0.98,11,"apple","food","predicate1","good",0.98,"quality"
"163",0.06,11,"TV","furniture","predicate1","soft",0.06,"texture"
"164",0.08,11,"desk","furniture","predicate1","good",0.08,"quality"
"165",0.12,11,"banana","food","predicate1","good",0.12,"quality"
"166",0.98,11,"desk","furniture","predicate1","big",0.98,"size"
"167",0.98,11,"couch","furniture","predicate1","good",0.98,"quality"
"168",0.04,11,"banana","food","predicate1","smooth",0.04,"texture"
"169",0.99,11,"cheese","food","predicate1","old",0.99,"age"
"170",0.99,11,"chair","furniture","predicate1","yellow",0.99,"color"
"171",0.89,11,"apple","food","predicate1","big",0.89,"size"
"172",0.92,11,"tomato","food","predicate1","red",0.92,"color"
"173",0.06,11,"apple","food","predicate1","good",0.06,"quality"
"174",0.04,11,"couch","furniture","predicate1","soft",0.04,"texture"
"175",0.12,11,"couch","furniture","predicate1","smooth",0.12,"texture"
"176",0.98,11,"banana","food","predicate1","round",0.98,"shape"
"177",0.88,11,"couch","furniture","predicate1","fresh",0.88,"age"
"178",0.99,11,"couch","furniture","predicate1","hard",0.99,"texture"
"179",0.06,11,"desk","furniture","predicate1","bad",0.06,"quality"
"180",0.14,11,"banana","food","predicate1","fresh",0.14,"age"
"181",0.06,11,"desk","furniture","predicate1","rotten",0.06,"age"
"182",0.15,11,"desk","furniture","predicate1","rotten",0.15,"age"
"183",0.18,14,"chair","furniture","predicate1","bad",0.18,"quality"
"184",0.96,14,"desk","furniture","predicate1","long",0.96,"size"
"185",0.85,14,"carrot","food","predicate1","new",0.85,"age"
"186",0.02,14,"fan","furniture","predicate1","old",0.02,"age"
"187",0.92,14,"banana","food","predicate1","good",0.92,"quality"
"188",0.87,14,"cheese","food","predicate1","hard",0.87,"texture"
"189",0.9,14,"tomato","food","predicate1","fresh",0.9,"age"
"190",0.87,14,"apple","food","predicate1","yellow",0.87,"color"
"191",0.06,14,"banana","food","predicate1","square",0.06,"shape"
"192",0.08,14,"apple","food","predicate1","purple",0.08,"color"
"193",0.9,14,"tomato","food","predicate1","huge",0.9,"size"
"194",0.03,14,"carrot","food","predicate1","soft",0.03,"texture"
"195",0.03,14,"chair","furniture","predicate1","metal",0.03,"material"
"196",0.76,14,"desk","furniture","predicate1","huge",0.76,"size"
"197",0.91,14,"fan","furniture","predicate1","red",0.91,"color"
"198",0.12,14,"carrot","food","predicate1","new",0.12,"age"
"199",0.9,14,"TV","furniture","predicate1","green",0.9,"color"
"200",0.04,14,"fan","furniture","predicate1","old",0.04,"age"
"201",0.12,14,"tomato","food","predicate1","plastic",0.12,"material"
"202",0.88,14,"tomato","food","predicate1","square",0.88,"shape"
"203",0.04,14,"TV","furniture","predicate1","old",0.04,"age"
"204",0.73,14,"TV","furniture","predicate1","good",0.73,"quality"
"205",0.83,14,"desk","furniture","predicate1","old",0.83,"age"
"206",0.07,14,"chair","furniture","predicate1","good",0.07,"quality"
"207",0.17,14,"desk","furniture","predicate1","purple",0.17,"color"
"208",0.82,14,"tomato","food","predicate1","yellow",0.82,"color"
"209",0.98,15,"banana","food","predicate1","good",0.98,"quality"
"210",0.7,15,"couch","furniture","predicate1","plastic",0.7,"material"
"211",0.08,15,"couch","furniture","predicate1","wooden",0.08,"material"
"212",0.18,15,"apple","food","predicate1","rotten",0.18,"age"
"213",0.16,15,"couch","furniture","predicate1","smooth",0.16,"texture"
"214",0.15,15,"fan","furniture","predicate1","fresh",0.15,"age"
"215",0.81,15,"tomato","food","predicate1","round",0.81,"shape"
"216",0.91,15,"couch","furniture","predicate1","bad",0.91,"quality"
"217",0.14,15,"apple","food","predicate1","long",0.14,"size"
"218",0.19,15,"chair","furniture","predicate1","metal",0.19,"material"
"219",0.19,15,"desk","furniture","predicate1","rotten",0.19,"age"
"220",0.15,15,"cheese","food","predicate1","round",0.15,"shape"
"221",0.5,15,"carrot","food","predicate1","short",0.5,"size"
"222",0.05,15,"chair","furniture","predicate1","fresh",0.05,"age"
"223",0.01,15,"carrot","food","predicate1","new",0.01,"age"
"224",0.94,15,"fan","furniture","predicate1","fresh",0.94,"age"
"225",0.91,15,"cheese","food","predicate1","rotten",0.91,"age"
"226",0.16,15,"chair","furniture","predicate1","purple",0.16,"color"
"227",0.78,15,"cheese","food","predicate1","plastic",0.78,"material"
"228",0.07,15,"TV","furniture","predicate1","purple",0.07,"color"
"229",0.88,15,"carrot","food","predicate1","old",0.88,"age"
"230",0.86,15,"TV","furniture","predicate1","long",0.86,"size"
"231",0.9,15,"banana","food","predicate1","good",0.9,"quality"
"232",0.08,15,"cheese","food","predicate1","wooden",0.08,"material"
"233",0.12,15,"banana","food","predicate1","new",0.12,"age"
"234",0.1,15,"apple","food","predicate1","blue",0.1,"color"
"235",0.53,17,"TV","furniture","predicate1","plastic",0.53,"material"
"236",0.45,17,"desk","furniture","predicate1","rotten",0.45,"age"
"237",0.9,17,"TV","furniture","predicate1","fresh",0.9,"age"
"238",0.87,17,"tomato","food","predicate1","new",0.87,"age"
"239",0.91,17,"fan","furniture","predicate1","wooden",0.91,"material"
"240",0.01,17,"chair","furniture","predicate1","rotten",0.01,"age"
"241",0.89,17,"chair","furniture","predicate1","big",0.89,"size"
"242",0.07,17,"carrot","food","predicate1","bad",0.07,"quality"
"243",0.86,17,"cheese","food","predicate1","wooden",0.86,"material"
"244",0.79,17,"cheese","food","predicate1","rotten",0.79,"age"
"245",0.94,17,"banana","food","predicate1","smooth",0.94,"texture"
"246",0.82,17,"apple","food","predicate1","old",0.82,"age"
"247",0.87,17,"banana","food","predicate1","new",0.87,"age"
"248",0.05,17,"cheese","food","predicate1","blue",0.05,"color"
"249",0.84,17,"carrot","food","predicate1","small",0.84,"size"
"250",0.89,17,"cheese","food","predicate1","brown",0.89,"color"
"251",0.81,17,"carrot","food","predicate1","plastic",0.81,"material"
"252",0.94,17,"apple","food","predicate1","bad",0.94,"quality"
"253",0.09,17,"tomato","food","predicate1","old",0.09,"age"
"254",0.83,17,"TV","furniture","predicate1","plastic",0.83,"material"
"255",0.79,17,"apple","food","predicate1","small",0.79,"size"
"256",0.85,17,"couch","furniture","predicate1","green",0.85,"color"
"257",0.49,17,"apple","food","predicate1","round",0.49,"shape"
"258",0.07,17,"cheese","food","predicate1","bad",0.07,"quality"
"259",0.88,17,"carrot","food","predicate1","small",0.88,"size"
"260",0.85,17,"cheese","food","predicate1","old",0.85,"age"
"261",1,18,"banana","food","predicate1","metal",1,"material"
"262",0,18,"chair","furniture","predicate1","blue",0,"color"
"263",0,18,"desk","furniture","predicate1","small",0,"size"
"264",0,18,"carrot","food","predicate1","soft",0,"texture"
"265",0,18,"fan","furniture","predicate1","bad",0,"quality"
"266",1,18,"fan","furniture","predicate1","long",1,"size"
"267",0,18,"desk","furniture","predicate1","round",0,"shape"
"268",0,18,"couch","furniture","predicate1","old",0,"age"
"269",1,18,"cheese","food","predicate1","smooth",1,"texture"
"270",0,18,"TV","furniture","predicate1","small",0,"size"
"271",0,18,"apple","food","predicate1","hard",0,"texture"
"272",1,18,"banana","food","predicate1","plastic",1,"material"
"273",0,18,"couch","furniture","predicate1","metal",0,"material"
"274",0,18,"chair","furniture","predicate1","new",0,"age"
"275",1,18,"carrot","food","predicate1","purple",1,"color"
"276",0,18,"chair","furniture","predicate1","huge",0,"size"
"277",1,18,"fan","furniture","predicate1","round",1,"shape"
"278",0,18,"fan","furniture","predicate1","bad",0,"quality"
"279",0,18,"TV","furniture","predicate1","good",0,"quality"
"280",1,18,"apple","food","predicate1","red",1,"color"
"281",0,18,"chair","furniture","predicate1","big",0,"size"
"282",1,18,"desk","furniture","predicate1","red",1,"color"
"283",1,18,"cheese","food","predicate1","plastic",1,"material"
"284",0,18,"carrot","food","predicate1","bad",0,"quality"
"285",0,18,"couch","furniture","predicate1","small",0,"size"
"286",0,18,"TV","furniture","predicate1","good",0,"quality"
"287",0.29,33,"banana","food","predicate1","soft",0.29,"texture"
"288",0.17,33,"TV","furniture","predicate1","brown",0.17,"color"
"289",0.19,33,"TV","furniture","predicate1","red",0.19,"color"
"290",0.82,33,"couch","furniture","predicate1","purple",0.82,"color"
"291",0.26,33,"chair","furniture","predicate1","new",0.26,"age"
"292",0.15,33,"desk","furniture","predicate1","soft",0.15,"texture"
"293",0.85,33,"couch","furniture","predicate1","plastic",0.85,"material"
"294",0.82,33,"chair","furniture","predicate1","big",0.82,"size"
"295",0.11,33,"TV","furniture","predicate1","rotten",0.11,"age"
"296",0.19,33,"cheese","food","predicate1","old",0.19,"age"
"297",0.8,33,"apple","food","predicate1","hard",0.8,"texture"
"298",0.62,33,"chair","furniture","predicate1","hard",0.62,"texture"
"299",0.78,33,"TV","furniture","predicate1","plastic",0.78,"material"
"300",0.34,33,"TV","furniture","predicate1","bad",0.34,"quality"
"301",0.76,33,"cheese","food","predicate1","purple",0.76,"color"
"302",0.73,33,"desk","furniture","predicate1","rotten",0.73,"age"
"303",0.8,33,"fan","furniture","predicate1","plastic",0.8,"material"
"304",0.82,33,"banana","food","predicate1","bad",0.82,"quality"
"305",0.83,33,"TV","furniture","predicate1","wooden",0.83,"material"
"306",0.75,33,"cheese","food","predicate1","wooden",0.75,"material"
"307",0.35,33,"TV","furniture","predicate1","smooth",0.35,"texture"
"308",0.77,33,"chair","furniture","predicate1","huge",0.77,"size"
"309",0.78,33,"TV","furniture","predicate1","metal",0.78,"material"
"310",0.78,33,"banana","food","predicate1","brown",0.78,"color"
"311",0.76,33,"apple","food","predicate1","red",0.76,"color"
"312",0.19,33,"banana","food","predicate1","hard",0.19,"texture"
"313",0.24,1,"TV","furniture","rightpredicate1","blue",0.76,"color"
"314",0.67,1,"cheese","food","rightpredicate1","hard",0.33,"texture"
"315",0.31,1,"TV","furniture","rightpredicate1","blue",0.69,"color"
"316",0.09,1,"chair","furniture","rightpredicate1","purple",0.91,"color"
"317",0.26,1,"apple","food","rightpredicate1","metal",0.74,"material"
"318",0.81,1,"cheese","food","rightpredicate1","fresh",0.19,"age"
"319",0.23,1,"apple","food","rightpredicate1","metal",0.77,"material"
"320",0.83,1,"TV","furniture","rightpredicate1","short",0.17,"size"
"321",0.11,1,"carrot","food","rightpredicate1","yellow",0.89,"color"
"322",0.09,1,"chair","furniture","rightpredicate1","plastic",0.91,"material"
"323",0.88,1,"TV","furniture","rightpredicate1","bad",0.12,"quality"
"324",0.05,1,"apple","food","rightpredicate1","green",0.95,"color"
